item_id,name
11304200014,Republic Fleet Large Microwarpdrive
11304200018,Domination Large Microwarpdrive
11304200021,'Scout' Large Microwarpdrive 
11304200024,Gist C-Type Large Microwarpdrive
11304500001,Civilian Small Afterburner
11304500002,MK1 Small Afterburner
11304500004,MK3 Small Afterburner
11304500006,MK5 Small Afterburner
11304500008,MK7 Small Afterburner
11304500010,MK9 Small Afterburner
11304500012,Smuggler Small Afterburner
11304500013,Federation Navy Small Afterburner
11304500014,Republic Fleet Small Afterburner
11304500017,Shadow Serpentis Small Afterburner
11304500018,Domination Small Afterburner
11304500021,'Ranger' Small Afterburner 
11304500024,Centii C-Type Small Afterburner
11304500025,Coreli C-Type Small Afterburner
11304600001,Civilian Medium Afterburner
11304600006,MK5 Medium Afterburner
11304600008,MK7 Medium Afterburner
11304600010,MK9 Medium Afterburner
11304600012,Smuggler Medium Afterburner
11304600013,Federation Navy Medium Afterburner
11304600014,Republic Fleet Medium Afterburner
11304600017,Shadow Serpentis Medium Afterburner
11304600018,Domination Medium Afterburner
11304600021,'Ranger' Medium Afterburner 
11304600024,Centum C-Type Medium Afterburner
11304600025,Corelum C-Type Medium Afterburner
11304700010,MK9 Large Afterburner
11304700012,Smuggler Large Afterburner
11304700013,Federation Navy Large Afterburner
11304700014,Republic Fleet Large Afterburner
11304700021,'Ranger' Large Afterburner 
11304700024,Centus C-Type Large Afterburner
11304700025,Core C-Type Large Afterburner
11308500004,MK3 Warp Disruptor
11308500006,MK5 Warp Disruptor
11308500008,MK7 Warp Disruptor
11308500010,MK9 Warp Disruptor
11308500012,'Interruptive' Warp Disruptor
11308500013,Caldari Navy Warp Disruptor
11308500014,Federation Navy Warp Disruptor
11308500015,Republic Fleet Warp Disruptor
11308500017,True Sansha Warp Disruptor
11308500018,Dark Blood Warp Disruptor
11308500019,Dread Guristas Warp Disruptor
11308500020,Shadow Serpentis Warp Disruptor
11308500021,'Predator' Warp Disruptor 
11309100004,MK3 Small Capacitor Battery
11309100006,MK5 Small Capacitor Battery
11309100008,MK7 Small Capacitor Battery
11309100010,MK9 Small Capacitor Battery
11309100012,'Acolyth' Small Capacitor Battery 
11309100013,Republic Fleet Small Capacitor Battery
11309100017,Domination Small Capacitor Battery
11309100021,'Demolish' Small Capacitor Battery 
11309100024,Gistii C-Type Small Capacitor Batteries
11309200006,MK5 Medium Capacitor Battery
11309200008,MK7 Medium Capacitor Battery
11309200010,MK9 Medium Capacitor Battery
11309200012,'Acolyth' Medium Capacitor Battery 
11309200013,Republic Fleet Medium Capacitor Battery
11309200017,Domination Medium Capacitor Battery
11309200021,'Demolish' Medium Capacitor Battery 
11309200024,Gistum C-Type Medium Capacitor Battery
11309300010,MK9 Large Capacitor Battery
11309300012,'Acolyth' Large Capacitor Batteries
11309300013,Republic Fleet Large Capacitor Battery
11309300017,Domination Large Capacitor Battery
11309300021,'Demolish' Large Capacitor Battery 
11309300024,Gist C-Type Large Capacitor Battery
11311000001,Civilian Stasis Webifier
11311000004,MK3 Stasis Webifier
11311000006,MK5 Stasis Webifier
11311000008,MK7 Stasis Webifier
11311000010,MK9 Stasis Webifier
11311000012,'Interruptive' Stasis Webifier
11311000013,Caldari Navy Stasis Webifier
11311000014,Federation Navy Stasis Webifier
11311000015,Republic Fleet Stasis Webifier
11311000017,True Sansha Stasis Webifier
11311000018,Dark Blood Stasis Webifier
11311000019,Dread Guristas Stasis Webifier
11311000020,Shadow Serpentis Stasis Webifier
11311000021,'Predator' Stasis Webifier 
11313400006,MK5 Adaptive Invulnerability Field
11313400008,MK7 Adaptive Invulnerability Field
11313400010,MK9 Adaptive Invulnerability Field
11313400012,Posse Adaptive Invulnerability Field
11313400013,Caldari Navy Adaptive Invulnerability Field
11313400017,Dread Guristas Adaptive Invulnerability Field
11313400018,Domination Adaptive Invulnerability Field
11313400021,'Enterprise' Adaptive Invulnerability Field 
11313400024,Pith C-Type Adaptive Invulnerability Field
11313400025,Gist C-Type Adaptive Invulnerability Field
11319000004,MK3 Sensor Dampener
11319000006,MK5 Sensor Dampener
11319000008,MK7 Sensor Dampener
11319000010,MK9 Sensor Dampener
11319000012,'Smoke' Sensor Dampener
11319000013,Federation Navy Sensor Dampener
11319000017,Shadow Serpentis Sensor Dampener
11319000021,'Code Cracker' Sensor Dampener
11322000006,MK5 Tracking Computer
11322000008,MK7 Tracking Computer
11322000010,MK9 Tracking Computer
11322000012,'Marketeer' Tracking Computer
11322000013,Federation Navy Tracking Computer
11322000017,Shadow Serpentis Tracking Computer
11322000021,'Eagle' Tracking Computer 
11330000004,MK3 Target Painter
11330000006,MK5 Target Painter
11330000008,MK7 Target Painter
11330000010,MK9 Target Painter
11330000012,'Guide' Target Painter
11330000013,Republic Fleet Target Painter
11330000017,Domination Target Painter
11330000021,'Halley' Target Painter
11333000006,MK5 Drone Navigation Computer
11333000008,MK7 Drone Navigation Computer
11333000010,MK9 Drone Navigation Computer
11333000012,'Decoder' Drone Navigation Computer 
11333000013,Federation Navy Drone Navigation Computer
11333000021,'Supervisor' Drone Navigation Computer 
11334000006,MK5 Omnidirectional Tracking Link
11334000008,MK7 Omnidirectional Tracking Link
11334000010,MK9 Omnidirectional Tracking Link
11334000012,'Decoder' Omnidirectional Tracking Link 
11334000013,Imperial Navy Omnidirectional Tracking Link
11334000014,Federation Navy Omnidirectional Tracking Link
11334000018,Sentient Omnidirectional Tracking Link 
11334000021,'Supervisor' Omnidirectional Tracking Link 
11340000006,MK5 Missile Guidance Computer
11340000008,MK7 Missile Guidance Computer
11340000010,MK9 Missile Guidance Computer
11340000012,'Elusive' Missile Guidance Computer 
11340000013,Caldari Navy Missile Guidance Computer
11340000021,'Hook' Missile Guidance Computer 
11347000004,MK3 Warp Scrambler
11347000006,MK5 Warp Scrambler
11347000008,MK7 Warp Scrambler
11347000010,MK9 Warp Scrambler
11347000012,'Interruptive' Warp Scrambler 
11347000013,Caldari Navy Warp Scrambler
11347000014,Federation Navy Warp Scrambler
11347000015,Republic Fleet Warp Scrambler
11347000017,True Sansha Warp Scrambler
11347000019,Dread Guristas Warp Scrambler
11347000020,Shadow Serpentis Warp Scrambler
11347000021,'Predator' Warp Scrambler 
11348000004,MK3 Tracking Disruptor
11348000006,MK5 Tracking Disruptor
11348000008,MK7 Tracking Disruptor
11348000010,MK9 Tracking Disruptor
11348000012,'Basic' Tracking Disruptor
11348000013,Imperial Navy Tracking Disruptor
11348000018,True Sansha Tracking Disruptor
11348000021,'Virus' Tracking Disruptor
11349000004,MK3 Guidance Disruptor
11349000006,MK5 Guidance Disruptor
11349000008,MK7 Guidance Disruptor
11349000010,MK9 Guidance Disruptor
11349000012,'Basic' Guidance Disruptor
11349000013,Caldari Navy Guidance Disruptor
11349000021,'Virus' Guidance Disruptor
11501000002,MK1 Gyrostabilizer
11501000004,MK3 Gyrostabilizer
11501000006,MK5 Gyrostabilizer
11501000008,MK7 Gyrostabilizer
11501000010,MK9 Gyrostabilizer
11501000012,Basic Gyrostabilizer
11501000013,Republic Fleet Gyrostabilizer
11501000017,Domination Gyrostabilizer
11501000021,'Rebirth' Gyrostabilizer
11501000024,Gistum C-Type Gyrostabilizers
11502000006,MK5 Damage Control
11502000008,MK7 Damage Control
11502000010,MK9 Damage Control
11502000012,Basic Damage Control
11502000013,Imperial Navy Damage Control
11502000014,Federation Navy Damage Control
11502000017,Shadow Serpentis Damage Control
11502000018,Sentient Damage Control
11502000021,All-round Damage Control
11503000001,Civilian Small Armor Repairer
11503000002,MK1 Small Armor Repairer
11503000004,MK3 Small Armor Repairer
11503000006,MK5 Small Armor Repairer
11503000008,MK7 Small Armor Repairer
11503000010,MK9 Small Armor Repairer
11503000012,Gorget Small Armor Repairer
11503000013,Imperial Navy Small Armor Repairer
11503000014,Federation Navy Small Armor Repairer
11503000017,Dark Blood Small Armor Repairer
11503000018,Shadow Serpentis Small Armor Repairer
11503000021,'Knight' Small Armor Repairer 
11503000024,Corpii C-Type Small Armor Repairer
11503000025,Coreli C-Type Small Armor Repairer
11503100001,Civilian Medium Armor Repairer
11503100006,MK5 Medium Armor Repairer
11503100008,MK7 Medium Armor Repairer
11503100010,MK9 Medium Armor Repairer
11503100012,'Gorget' Medium Armor Repairer 
11503100013,Imperial Navy Medium Armor Repairer
11503100014,Federation Navy Medium Armor Repairer
11503100017,Dark Blood Medium Armor Repairer
11503100018,Shadow Serpentis Medium Armor Repairer
11503100021,'Knight' Medium Armor Repairer 
11503100024,Corpum C-Type Medium Armor Repairer
11503100025,Corelum C-Type Medium Armor Repairer
11503200010,MK9 Large Armor Repairer
11503200012,'Gorget' Large Armor Repairer 
11503200013,Imperial Navy Large Armor Repairer
11503200014,Federation Navy Large Armor Repairer
11503200021,'Chivalry' Large Armor Repairer
11503200024,Corpus C-Type Large Armor Repairer
11503200025,Core C-Type Large Armor Repairer
11506000002,MK1 Heat Sink
11506000004,MK3 Heat Sink
11506000006,MK5 Heat Sink
11506000008,MK7 Heat Sink
11506000010,MK9 Heat Sink
11506000012,Basic Heat Sink
11506000013,Imperial Navy Heat Sink
11506000017,True Sansha Heat Sink
11506000018,Dark Blood Heat Sink
11506000021,'Judgement' Heat Sink
11506000024,Centum C-Type Heat Sink
11506000025,Corpum C-Type Heat Sink
11510000002,MK1 Magnetic Field Stabilizer
11510000004,MK3 Magnetic Field Stabilizer
11510000006,MK5 Magnetic Field Stabilizer
11510000008,MK7 Magnetic Field Stabilizer
11510000010,MK9 Magnetic Field Stabilizer
11510000012,Basic Magnetic Field Stabilizer
11510000013,Federation Navy Magnetic Field Stabilizer
11510000021,Narcotics Magnetic Field Stabilizer
11510000024,Corelum C-Type Magnetic Field Stabilizer
11511000002,MK1 Warp Core Stabilizer
11511000004,MK3 Warp Core Stabilizer
11511000006,MK5 Warp Core Stabilizer
11511000008,MK7 Warp Core Stabilizer
11511000010,MK9 Warp Core Stabilizer
11511000012,'Aura' Warp Core Stabilizer
11511000021,'Natura' Warp Core Stabilizer
11513100006,MK5 Adaptive Armor Hardener
11513100008,MK7 Adaptive Armor Hardener
11513100010,MK9 Adaptive Armor Hardener
11513100012,'Pilfer' Adaptive Armor Hardener
11513100013,Imperial Navy Adaptive Armor Hardener
11513100014,Federation Navy Adaptive Armor Hardener
11513100018,Dark Blood Adaptive Armor Hardener
11513100019,Shadow Serpentis Adaptive Armor Hardener
11513100021,'Sparkly' Adaptive Armor Hardener 
11513100024,Corpus C-Type Adaptive Armor Hardener
11513100025,Core C-Type Adaptive Armor Hardener
11514100002,MK1 100mm Reinforced Steel Plate
11514100004,MK3 100mm Reinforced Steel Plate
11514100006,MK5 100mm Reinforced Steel Plate
11514100008,MK7 100mm Reinforced Steel Plate
11514100010,MK9 100mm Reinforced Steel Plate
11514100012,'Abatis' 100mm Reinforced Steel Plate
11514100013,Imperial Navy 100mm Reinforced Steel Plate
11514100014,Federation Navy 100mm Reinforced Steel Plate
11514100021,'Fort' 100mm Reinforced Steel Plate
11514200004,MK3 200mm Reinforced Steel Plate
11514200006,MK5 200mm Reinforced Steel Plate
11514200008,MK7 200mm Reinforced Steel Plate
11514200010,MK9 200mm Reinforced Steel Plate
11514200012,'Abatis' 200mm Reinforced Steel Plate 
11514200013,Imperial Navy 200mm Reinforced Steel Plate
11514200014,Federation Navy 200mm Reinforced Steel Plate
11514200017,Dark Blood 200mm Reinforced Steel Plate
11514200021,'Citadella' 200mm Reinforced Steel Plate 
11514300006,MK5 400mm Reinforced Steel Plate
11514300008,MK7 400mm Reinforced Steel Plate
11514300010,MK9 400mm Reinforced Steel Plate
11514300012,'Bastion' 400mm Reinforced Steel Plate
11514300013,Imperial Navy 400mm Reinforced Steel Plate
11514300014,Federation Navy 400mm Reinforced Steel Plate
11514300021,Hansen 400mm Reinforced Steel Plate
11514400006,MK5 800mm Reinforced Steel Plate
11514400008,MK7 800mm Reinforced Steel Plate
11514400010,MK9 800mm Reinforced Steel Plate
11514400012,'Bastion' 800mm Reinforced Steel Plate 
11514400013,Imperial Navy 800mm Reinforced Steel Plate
11514400014,Federation Navy 800mm Reinforced Steel Plate
11514400017,Dark Blood 800mm Reinforced Steel Plate
11514400021,'Hansen' 800mm Reinforced Steel Plate 
11514500010,MK9 1600mm Reinforced Steel Plate
11514500012,'Bailey' 1600mm Reinforced Steel Plate
11514500013,Imperial Navy 1600mm Reinforced Steel Plate
11514500014,Federation Navy 1600mm Reinforced Steel Plate
11514500017,Dark Blood 1600mm Reinforced Steel Plate
11514500021,'Core' 1600mm Reinforced Steel Plate 
11516000002,MK1 Ballistic Control System
11516000004,MK3 Ballistic Control System
11516000006,MK5 Ballistic Control System
11516000008,MK7 Ballistic Control System
11516000010,MK9 Ballistic Control System
11516000012,Full Duplex Ballistic Control System
11516000013,Caldari Navy Ballistic Control System
11516000014,Republic Fleet Ballistic Control System
11516000017,Dread Guristas Ballistic Control System
11516000018,Domination Ballistic Control System
11516000021,'Ironblood' Damage Control System
11516000024,Pithum C-Type Ballistic Control System
11519000004,MK3 Drone Damage Amplifier
11519000006,MK5 Drone Damage Amplifier
11519000008,MK7 Drone Damage Amplifier
11519000010,MK9 Drone Damage Amplifier
11519000012,Bat Drone Damage Amplifier
11519000013,Imperial Navy Drone Damage Amplifier
11519000014,Federation Navy Drone Damage Amplifier
11519000017,Dread Guristas Drone Damage Amplifier
11519000018,Sentient Drone Damage Amplifier
11519000021,'Nestworm' Drone Damage Amplifier 
11520000004,MK3 Inertial Stabilizer
11520000006,MK5 Inertial Stabilizer
11520000008,MK7 Inertial Stabilizer
11520000010,MK9 Inertial Stabilizer
11520000012,Basic Inertial Stabilizer
11520000013,Federation Navy Inertial Stabilizer
11520000014,Republic Fleet Inertial Stabilizer
11520000017,Shadow Serpentis Inertial Stabilizer
11520000021,Synthetic Hull Inertial Stabilizer
11529000002,MK1 Reactive Armor Hardener
11529000004,MK3 Reactive Armor Hardener
11529000006,MK5 Reactive Armor Hardener
11529000008,MK7 Reactive Armor Hardener
11529000010,MK9 Reactive Armor Hardener
11529000012,'Moat' Reactive Armor Hardener
11529000013,Imperial Navy Reactive Armor Hardener
11529000014,Federation Navy Reactive Armor Hardener
11529000017,Dark Blood Reactive Armor Hardener
11529000018,Shadow Serpentis Reactive Armor Hardener
11529000021,'Sparkly' Reactive Armor Hardener 
11529000024,Corpum C-Type Reactive Armor Hardener
11529000025,Corelum C-Type Reactive Armor Hardener
11536000002,MK1 Reactive Shield Hardener
11536000004,MK3 Reactive Shield Hardener
11536000006,MK5 Reactive Shield Hardener
11536000008,MK7 Reactive Shield Hardener
11536000010,MK9 Reactive Shield Hardener
11536000012,Challenger Reactive Shield Hardener
11536000013,Caldari Navy Reactive Shield Hardener
11536000014,Republic Fleet Reactive Shield Hardener
11536000017,True Sansha Reactive Shield Hardener
11536000018,Dread Guristas Reactive Shield Hardener
11536000019,Domination Reactive Shield Hardener
11536000021,'Enterprise' Reactive Shield Hardener 
11536000024,Pithum C-Type Reactive Shield Hardener
11536000025,Gistum C-Type Reactive Shield Hardener
11537000006,MK5 Small Shield Field Module
11537000008,MK7 Small Shield Field Module
11537000010,MK9 Small Shield Field Module
11537000012,'Crucible' Small Shield Field Module
11537000013,Caldari Navy Small Shield Field Module
11537000014,Republic Fleet Small Shield Field Module
11537000021,'Mirror' Small Shield Field Module 
11537000024,Pithi C-Type Small Shield Field Module
11537000025,Gistii C-Type Small Shield Field Module
11537100006,MK5 Medium Shield Field Module
11537100008,MK7 Medium Shield Field Module
11537100010,MK9 Medium Shield Field Module
11537100012,'Crucible' Medium Shield Field Module
11537100013,Caldari Navy Medium Shield Field Module
11537100014,Republic Fleet Medium Shield Field Module
11537100021,'Mirror' Medium Shield Field Module 
11537100024,Pithum C-Type Medium Shield Field Module
11537100025,Gistum C-Type Medium Shield Field Module
11537200008,MK7 Large Shield Field Module
11537200010,MK9 Large Shield Field Module
11537200012,'Crucible' Large Shield Field Module
11537200013,Caldari Navy Large Shield Field Module
11537200014,Republic Fleet Large Shield Field Module
11537200021,'Mirror' Large Shield Field Module 
11537200024,Pith C-Type Large Shield Field Module
11537200025,Gist C-Type Large Shield Field Module
11538000006,MK5 Small Armor Link Module
11538000008,MK7 Small Armor Link Module
11538000010,MK9 Small Armor Link Module
11538000012,'Hustler' Small Armor Link Module
11538000013,Imperial Navy Small Armor Link Module
11538000021,'Bloodline' Small Armor Link Module 
11538000024,Corpii C-Type Small Armor Link Module
11538000025,Coreli C-Type Small Armor Link Module
11538100006,MK5 Medium Armor Link Module
11538100008,MK7 Medium Armor Link Module
11538100010,MK9 Medium Armor Link Module
11538100012,'Hustler' Medium Armor Link Module
11538100021,'Bloodline' Medium Armor Link Module 
11538100024,Corpum C-Type Medium Armor Link Module
11538100025,Corelum C-Type Medium Armor Link Module
11538200008,MK7 Large Armor Link Module
11538200010,MK9 Large Armor Link Module
11538200012,'Hustler' Large Armor Link Module
11538200021,'Bloodline' Large Armor Link Module 
11538200024,Corpus C-Type Large Armor Link Module
11538200025,Core C-Type Large Armor Link Module
11539000006,MK5 Small Group Shield Booster
11539000008,MK7 Small Group Shield Booster
11539000010,MK9 Small Group Shield Booster
11539000012,'Settler' Small Group Shield Booster
11539000021,'Bannerman' Small Group Shield Booster 
11539100006,MK5 Medium Group Shield Booster
11539100008,MK7 Medium Group Shield Booster
11539100010,MK9 Medium Group Shield Booster
11539100012,'Settler' Medium Group Shield Booster
11539100013,Caldari Navy Medium Group Shield Booster
11539100014,Republic Fleet Medium Group Shield Booster
11539100017,True Sansha Medium Group Shield Booster
11539100021,'Bannerman' Medium Group Shield Booster 
11539200008,MK7 Large Group Shield Booster 
11539200010,MK9 Large Group Shield Booster 
11539200012,'Settler' Large Group Shield Booster 
11539200013,Caldari Navy Large Group Shield Booster 
11539200014,Republic Fleet Large Group Shield Booster
11539200017,True Sansha Large Group Shield Booster 
11539200018,Dread Guristas Large Group Shield Booster 
11539200021,'Bannerman' Large Group Shield Booster 
11540000006,MK5 Small Group Armor Repairer
11540000008,MK7 Small Group Armor Repairer
11540000010,MK9 Small Group Armor Repairer
11540000012,'Repairman' Small Group Armor Repairer 
11540000013,Imperial Navy Small Group Armor Repairer
11540000021,'Engineer' Small Group Armor Repairer 
11540100006,MK5 Medium Group Armor Repairer
11540100008,MK7 Medium Group Armor Repairer
11540100010,MK9 Medium Group Armor Repairer
11540100012,'Repairman' Medium Group Armor Repairer 
11540100013,Imperial Navy Medium Group Armor Repairer
11540100014,Federation Navy Medium Group Armor Repairer
11540100021,'Engineer' Medium Group Armor Repairer 
11540200008,MK7 Large Group Armor Repairer 
11540200010,MK9 Large Group Armor Repairer 
11540200012,'Repairman' Large Group Armor Repairer 
11540200013,Imperial Navy Large Group Armor Repairer 
11540200014,Federation Navy Large Group Armor Repairer 
11540200018,Shadow Serpentis Large Group Armor Repairer 
11540200021,'Engineer' Large Group Armor Repairer 
11541000006,MK5 Small Group Capacitor Transmitter
11541000008,MK7 Small Group Capacitor Transmitter
11541000010,MK9 Small Group Capacitor Transmitter
11541000012,'Ghost' Small Group Capacitor Transmitter 
11541000013,Imperial Navy Small Group Capacitor Transmitter
11541000021,'Prayer' Small Group Capacitor Transmitter 
11541000024,Centii C-Type Small Group Capacitor Transmitter
11541100006,MK5 Medium Group Capacitor Transmitter
11541100008,MK7 Medium Group Capacitor Transmitter
11541100010,MK9 Medium Group Capacitor Transmitter
11541100012,'Ghost' Medium Group Capacitor Transmitter 
11541100024,Centum C-Type Medium Group Capacitor Transmitter
11541200008,MK7 Large Group Capacitor Transmitter 
11541200010,MK9 Large Group Capacitor Transmitter 
11541200012,'Ghost' Large Group Capacitor Transmitter 
11541200018,True Sansha Large Group Capacitor Transmitter 
11541200021,'Prayer' Large Group Capacitor Transmitter 
11541200024,Centum C-Type Large Group Capacitor Transmitter 
11542000012,'The Returned' Macro Particle Stabilizer
11542000013,Yan-Jung Macro Particle Stabilizer
11542000017,'The Departed' Macro Particle Stabilizer
11542000021,'The Sacrificed' Macro Particle Stabilizer
11542000024,'Wei' C Macro Particle Stabilizer
11700000002,Railgun Collision Accelerator I
11700000004,Railgun Collision Accelerator II
11700000006,Railgun Collision Accelerator III
11700000008,Railgun Collision Accelerator IV
11700010002,Railgun Ambit Extension I
11700010004,Railgun Ambit Extension II
11700010006,Railgun Ambit Extension III
11700020002,Railgun Discharge Elutriation I
11700020004,Railgun Discharge Elutriation II
11700020006,Railgun Discharge Elutriation III
11700020008,Railgun Discharge Elutriation IV
11700030002,Railgun Burst Aerator I
11700030004,Railgun Burst Aerator II
11700030006,Railgun Burst Aerator III
11700030008,Railgun Burst Aerator IV
11700040002,Algid Railgun Administrations Unit I
11700040004,Algid Railgun Administrations Unit II
11700040006,Algid Railgun Administrations Unit III
11700040008,Algid Railgun Administrations Unit IV
11702000002,Laser Collision Accelerator I
11702000004,Laser Collision Accelerator II
11702000006,Laser Collision Accelerator III
11702000008,Laser Collision Accelerator IV
11702010002,Laser Ambit Extension I
11702010004,Laser Ambit Extension II
11702010006,Laser Ambit Extension III
11702020002,Laser Discharge Elutriation I
11702020004,Laser Discharge Elutriation II
11702020006,Laser Discharge Elutriation III
11702030002,Laser Burst Aerator I
11702030004,Laser Burst Aerator II
11702030006,Laser Burst Aerator III
11702040002,Algid Energy Administrations Unit I
11702040004,Algid Energy Administrations Unit II
11702040006,Algid Energy Administrations Unit III
11702040008,Algid Energy Administrations Unit IV
11704000002,Cannon Collision Accelerator I
11704000004,Cannon Collision Accelerator II
11704000006,Cannon Collision Accelerator III
11704000008,Cannon Collision Accelerator IV
11704010002,Cannon Ambit Extension I
11704010004,Cannon Ambit Extension II
11704010006,Cannon Ambit Extension III
11704010008,Cannon Ambit Extension IV
11704020002,Cannon Burst Aerator I
11704020004,Cannon Burst Aerator II
11704020006,Cannon Burst Aerator III
11704020008,Cannon Burst Aerator IV
11704030002,Cannon Metastasis Adjuster I
11704030004,Cannon Metastasis Adjuster II
11704030006,Cannon Metastasis Adjuster III
11704030008,Cannon Metastasis Adjuster IV
11705000002,Decomposer Collision Accelerator I
11705000004,Decomposer Collision Accelerator II
11705000006,Decomposer Collision Accelerator III
11705000008,Decomposer Collision Accelerator IV
11705010002,Decomposer Ambit Extension I
11705010004,Decomposer Ambit Extension II
11705010006,Decomposer Ambit Extension III
11705010008,Decomposer Ambit Extension IV
11705020002,Decomposer Discharge Elutriation I
11705020004,Decomposer Discharge Elutriation II
11705020006,Decomposer Discharge Elutriation III
11705030002,Decomposer Burst Aerator I
11705030004,Decomposer Burst Aerator II
11705030006,Decomposer Burst Aerator III
11705040002,Decomposer Algid Hybrid Administrations Unit I
11705040004,Decomposer Algid Hybrid Administrations Unit II
11705040006,Decomposer Algid Hybrid Administrations Unit III
11706000002,Warhead Flare Catalyst I
11706000004,Warhead Flare Catalyst II
11706000006,Warhead Flare Catalyst III
11706000008,Warhead Flare Catalyst IV
11706010002,Warhead Calefaction Catalyst I
11706010004,Warhead Calefaction Catalyst II
11706010006,Warhead Calefaction Catalyst III
11706010008,Warhead Calefaction Catalyst IV
11706020002,Warhead Rigor Catalyst I
11706020004,Warhead Rigor Catalyst II
11706020006,Warhead Rigor Catalyst III
11706020008,Warhead Rigor Catalyst IV
11706030002,Rocket Fuel Cache Partition I
11706030004,Rocket Fuel Cache Partition II
11706030006,Rocket Fuel Cache Partition III
11706030008,Rocket Fuel Cache Partition IV
11706040002,Hydraulic Bay Thrusters I
11706040004,Hydraulic Bay Thrusters II
11706040006,Hydraulic Bay Thrusters III
11706040008,Hydraulic Bay Thrusters IV
11706050002,Bay Loading Accelerator I
11706050004,Bay Loading Accelerator II
11706050006,Bay Loading Accelerator III
11706050008,Bay Loading Accelerator IV
11707000002,Core Defense Operational Solidifier I
11707000004,Core Defense Operational Solidifier II
11707000006,Core Defense Operational Solidifier III
11707010002,Core Defense Charge Economizer I
11707010004,Core Defense Charge Economizer II
11707010006,Core Defense Charge Economizer III
11707020002,Core Defense Capacitor Safeguard I
11707020004,Core Defense Capacitor Safeguard II
11707020006,Core Defense Capacitor Safeguard III
11707020008,Core Defense Capacitor Safeguard IV
11707030002,Core Defense Field Extender I
11707030004,Core Defense Field Extender II
11707030006,Core Defense Field Extender III
11707040002,Anti-Explosive Screen Reinforcer I
11707040004,Anti-Explosive Screen Reinforcer II
11707040006,Anti-Explosive Screen Reinforcer III
11707050002,Anti-EM Screen Reinforcer I
11707050004,Anti-EM Screen Reinforcer II
11707050006,Anti-EM Screen Reinforcer III
11707050008,Anti-EM Screen Reinforcer IV
11707060002,Anti-Kinetic Screen Reinforcer I
11707060004,Anti-Kinetic Screen Reinforcer II
11707060006,Anti-Kinetic Screen Reinforcer III
11707070002,Anti-Thermal Screen Reinforcer I
11707070004,Anti-Thermal Screen Reinforcer II
11707070006,Anti-Thermal Screen Reinforcer III
11708000002,Nanobot Accelerator I
11708000004,Nanobot Accelerator II
11708000006,Nanobot Accelerator III
11708010002,Auxiliary Nano Pump I
11708010004,Auxiliary Nano Pump II
11708010006,Auxiliary Nano Pump III
11708020002,Repair Augmentor I
11708020004,Repair Augmentor II
11708020006,Repair Augmentor III
11708030002,Trimark Armor Pump I
11708030004,Trimark Armor Pump II
11708030006,Trimark Armor Pump III
11708040002,Anti-Explosive Pump I
11708040004,Anti-Explosive Pump II
11708040006,Anti-Explosive Pump III
11708050002,Anti-EM Pump I
11708050004,Anti-EM Pump II
11708050006,Anti-EM Pump III
11708060002,Anti-Kinetic Pump I
11708060004,Anti-Kinetic Pump II
11708060006,Anti-Kinetic Pump III
11708070002,Anti-Thermal Pump I
11708070004,Anti-Thermal Pump II
11708070006,Anti-Thermal Pump III
11710000002,Dynamic Fuel Valve I
11710000004,Dynamic Fuel Valve II
11710000006,Dynamic Fuel Valve III
11710000008,Dynamic Fuel Valve IV
11710010002,Auxiliary Thrusters I
11710010004,Auxiliary Thrusters II
11710010006,Auxiliary Thrusters III
11710010008,Auxiliary Thrusters IV
11710020002,Polycarbon Engine Housing I
11710020004,Polycarbon Engine Housing II
11710020006,Polycarbon Engine Housing III
11710020008,Polycarbon Engine Housing IV
11710030002,Cargohold Optimization I
11710030004,Cargohold Optimization II
11710030006,Cargohold Optimization III
11710030008,Cargohold Optimization IV
11710040002,Higgs Anchor I
11710040004,Higgs Anchor II
11710040006,Higgs Anchor III
11710050002,Warp Core Optimizer I
11710050004,Warp Core Optimizer II
11710050006,Warp Core Optimizer III
11710050008,Warp Core Optimizer IV
11710060002,Hyperspatial Velocity Optimizer I
11710060004,Hyperspatial Velocity Optimizer II
11710060006,Hyperspatial Velocity Optimizer III
11710060008,Hyperspatial Velocity Optimizer IV
11711000002,Semiconductor Memory Cell I
11711000004,Semiconductor Memory Cell II
11711000006,Semiconductor Memory Cell III
11711000008,Semiconductor Memory Cell IV
11711010002,Capacitor Control Circuit I
11711010004,Capacitor Control Circuit II
11711010006,Capacitor Control Circuit III
11711010008,Capacitor Control Circuit IV
11711020002,Ancillary Powergrid Router I
11711020004,Ancillary Powergrid Router II
11711020006,Ancillary Powergrid Router III
11711020008,Ancillary Powergrid Router IV
11711030002,Targeting System Subcontroller I
11711030004,Targeting System Subcontroller II
11711030006,Targeting System Subcontroller III
11711030008,Targeting System Subcontroller IV
11714000002,Gravity Capacitor Upgrade I
11714000004,Gravity Capacitor Upgrade II
11714000006,Gravity Capacitor Upgrade III
11714000008,Gravity Capacitor Upgrade IV
11714010002,Emission Scope Sharpener I
11714010004,Emission Scope Sharpener II
11714010006,Emission Scope Sharpener III
11714010008,Emission Scope Sharpener IV
11717000002,Miner Efficiency Upgrade I
11717000004,Miner Efficiency Upgrade II
11717000006,Miner Efficiency Upgrade III
11717000008,Miner Efficiency Upgrade IV
11717010002,Miner Circulation Accelerator I
11717010004,Miner Circulation Accelerator II
